"TA-TAD","Property_Type","House_Index","Date"
"Stratford District","Houses","2583","2012-06-30"
"South Taranaki District","All dwellings","2066","2012-06-30"
"South Taranaki District","Houses","2127","2012-06-30"
"Ruapehu District","All dwellings","2150","2012-06-30"
"Ruapehu District","Houses","2199","2012-06-30"
"Wanganui District","All dwellings","1887","2012-06-30"
"Wanganui District","Houses","2005","2012-06-30"
"Rangitikei District","All dwellings","1884","2012-06-30"
"Rangitikei District","Houses","1891","2012-06-30"
"Manawatu District","Houses","1702","2012-06-30"
"Manawatu District","All dwellings","1720","2012-06-30"
"Palmerston North City","All dwellings","1550","2012-06-30"
"Palmerston North City","Houses","1556","2012-06-30"
"Tararua District","All dwellings","1766","2012-06-30"
"Tararua District","Houses","1833","2012-06-30"
"Horowhenua District","All dwellings","1606","2012-06-30"
"Horowhenua District","Houses","1619","2012-06-30"
"Kapiti Coast District","All dwellings","1545","2012-06-30"
"Kapiti Coast District","Houses","1559","2012-06-30"
"Porirua City","All dwellings","1579","2012-06-30"
"Porirua City","Houses","1599","2012-06-30"
"Upper Hutt City","Houses","1619","2012-06-30"
"Upper Hutt City","All dwellings","1663","2012-06-30"
"Lower Hutt City","All dwellings","1527","2012-06-30"
"Lower Hutt City","Houses","1536","2012-06-30"
"Wellington City","All dwellings","1402","2012-06-30"
"Wellington City","Houses","1443","2012-06-30"
"Masterton District","All dwellings","1495","2012-06-30"
"Masterton District","Houses","1526","2012-06-30"
"Carterton District","Houses","1632","2012-06-30"
"Carterton District","All dwellings","1664","2012-06-30"
"South Wairarapa District","Houses","1642","2012-06-30"
"South Wairarapa District","All dwellings","1646","2012-06-30"
"Tasman District","All dwellings","1178","2012-06-30"
"Tasman District","Houses","1190","2012-06-30"
"Nelson City","All dwellings","1154","2012-06-30"
"Nelson City","Houses","1157","2012-06-30"
"Marlborough District","All dwellings","1298","2012-06-30"
"Marlborough District","Houses","1303","2012-06-30"
"Kaikoura District","Houses","1350","2012-06-30"
"Kaikoura District","All dwellings","1372","2012-06-30"
"Buller District","Houses","2330","2012-06-30"
"Buller District","All dwellings","2501","2012-06-30"
"Grey District","All dwellings","2227","2012-06-30"
"Grey District","Houses","2242","2012-06-30"
"Westland District","All dwellings","2133","2012-06-30"
"Westland District","Houses","2200","2012-06-30"
"Hurunui District","Houses","1883","2012-06-30"
"Hurunui District","All dwellings","1902","2012-06-30"
"Waimakariri District","Houses","1828","2012-06-30"
"Waimakariri District","All dwellings","1828","2012-06-30"
"Christchurch City","All dwellings","1663","2012-06-30"
"Christchurch City","Houses","1673","2012-06-30"
"Selwyn District","Houses","2191","2012-06-30"
"Selwyn District","All dwellings","2319","2012-06-30"
"Ashburton District","All dwellings","1913","2012-06-30"
"Ashburton District","Houses","1947","2012-06-30"
"Timaru District","All dwellings","1905","2012-06-30"
"Timaru District","Houses","1973","2012-06-30"
"MacKenzie District","Houses","1859","2012-06-30"
"MacKenzie District","All dwellings","1878","2012-06-30"
"Waimate District","All dwellings","2099","2012-06-30"
"Waimate District","Houses","2182","2012-06-30"
"Waitaki District","All dwellings","1567","2012-06-30"
"Waitaki District","Houses","1681","2012-06-30"
"New Zealand","All dwellings","1542","2012-09-30"
"New Zealand","Houses","1553","2012-09-30"
"Main Urban Areas","All dwellings","1526","2012-09-30"
"Main Urban Areas","Houses","1534","2012-09-30"
"Auckland Area","Houses","1487","2012-09-30"
"Auckland Area","All dwellings","1494","2012-09-30"
"Wellington Area","All dwellings","1479","2012-09-30"
"Wellington Area","Houses","1505","2012-09-30"
"Far North District","Houses","1441","2012-09-30"
"Far North District","All dwellings","1516","2012-09-30"
"Whangarei District","All dwellings","1522","2012-09-30"
"Whangarei District","Houses","1540","2012-09-30"
"Kaipara District","All dwellings","1518","2012-09-30"
"Kaipara District","Houses","1620","2012-09-30"
"Rodney District","Houses","1506","2012-09-30"
"Rodney District","All dwellings","1508","2012-09-30"
"North Shore City","Houses","1550","2012-09-30"
"North Shore City","All dwellings","1563","2012-09-30"
"Waitakere City","All dwellings","1552","2012-09-30"
"Waitakere City","Houses","1566","2012-09-30"
"Auckland City","All dwellings","1440","2012-09-30"
"Auckland City","Houses","1480","2012-09-30"
"Manukau City","Houses","1588","2012-09-30"
"Manukau City","All dwellings","1598","2012-09-30"
"Papakura District","Houses","1496","2012-09-30"
"Papakura District","All dwellings","1548","2012-09-30"
"Franklin District","Houses","1738","2012-09-30"
"Franklin District","All dwellings","1742","2012-09-30"
"Thames-Coromandel District","All dwellings","1285","2012-09-30"
"Thames-Coromandel District","Houses","1322","2012-09-30"
"Hauraki District","All dwellings","1730","2012-09-30"
"Hauraki District","Houses","1737","2012-09-30"
"Waikato District","All dwellings","1606","2012-09-30"
"Waikato District","Houses","1629","2012-09-30"
"Matamata-Piako District","All dwellings","1766","2012-09-30"
"Matamata-Piako District","Houses","1819","2012-09-30"
"Hamilton City","All dwellings","1624","2012-09-30"
"Hamilton City","Houses","1659","2012-09-30"
"Waipa District","All dwellings","1774","2012-09-30"
"Waipa District","Houses","1793","2012-09-30"
"Otorohanga District","Houses","1951","2012-09-30"
"Otorohanga District","All dwellings","1981","2012-09-30"
"South Waikato District","All dwellings","2042","2012-09-30"
"South Waikato District","Houses","2099","2012-09-30"
"Waitomo District","All dwellings","1707","2012-09-30"
"Waitomo District","Houses","1757","2012-09-30"
"Taupo District","All dwellings","1142","2012-09-30"
"Taupo District","Houses","1216","2012-09-30"
"Western Bay of Plenty District","All dwellings","1456","2012-09-30"
"Western Bay of Plenty District","Houses","1545","2012-09-30"
"Tauranga City","Houses","1295","2012-09-30"
"Tauranga City","All dwellings","1319","2012-09-30"
"Rotorua District","All dwellings","1566","2012-09-30"
"Rotorua District","Houses","1599","2012-09-30"
"Whakatane District","Houses","1440","2012-09-30"
"Whakatane District","All dwellings","1537","2012-09-30"
"Kawerau District","All dwellings","1832","2012-09-30"
"Kawerau District","Houses","1838","2012-09-30"
"Opotiki District","Houses","1378","2012-09-30"
"Opotiki District","All dwellings","1765","2012-09-30"
"Gisborne District","All dwellings","1688","2012-09-30"
"Gisborne District","Houses","1787","2012-09-30"
"Wairoa District","All dwellings","1589","2012-09-30"
"Wairoa District","Houses","1663","2012-09-30"
"Hastings District","Houses","1418","2012-09-30"
"Hastings District","All dwellings","1435","2012-09-30"
"Napier City","Houses","1308","2012-09-30"
"Napier City","All dwellings","1314","2012-09-30"
"Central Hawkes Bay District","Houses","1377","2012-09-30"
"Central Hawkes Bay District","All dwellings","1396","2012-09-30"
"New Plymouth District","Houses","1735","2012-09-30"
"New Plymouth District","All dwellings","1763","2012-09-30"
"Stratford District","All dwellings","2492","2012-09-30"
"Stratford District","Houses","2630","2012-09-30"
"South Taranaki District","All dwellings","1981","2012-09-30"
"South Taranaki District","Houses","2030","2012-09-30"
"Ruapehu District","All dwellings","2145","2012-09-30"
"Ruapehu District","Houses","2183","2012-09-30"
"Wanganui District","All dwellings","1850","2012-09-30"
"Wanganui District","Houses","1955","2012-09-30"
"Rangitikei District","All dwellings","1834","2012-09-30"
"Rangitikei District","Houses","1852","2012-09-30"
"Manawatu District","Houses","1670","2012-09-30"
"Manawatu District","All dwellings","1693","2012-09-30"
"Palmerston North City","All dwellings","1559","2012-09-30"
"Palmerston North City","Houses","1567","2012-09-30"
"Tararua District","All dwellings","1773","2012-09-30"
"Tararua District","Houses","1848","2012-09-30"
"Horowhenua District","All dwellings","1595","2012-09-30"
"Horowhenua District","Houses","1618","2012-09-30"
"Kapiti Coast District","All dwellings","1552","2012-09-30"
"Kapiti Coast District","Houses","1569","2012-09-30"
"Porirua City","All dwellings","1588","2012-09-30"
"Porirua City","Houses","1607","2012-09-30"
"Upper Hutt City","Houses","1615","2012-09-30"
"Upper Hutt City","All dwellings","1659","2012-09-30"
"Lower Hutt City","All dwellings","1538","2012-09-30"
"Lower Hutt City","Houses","1545","2012-09-30"
"Wellington City","All dwellings","1414","2012-09-30"
"Wellington City","Houses","1461","2012-09-30"
"Masterton District","All dwellings","1507","2012-09-30"
"Masterton District","Houses","1534","2012-09-30"
"Carterton District","Houses","1611","2012-09-30"
"Carterton District","All dwellings","1644","2012-09-30"
"South Wairarapa District","All dwellings","1529","2012-09-30"
"South Wairarapa District","Houses","1529","2012-09-30"
"Tasman District","All dwellings","1185","2012-09-30"
"Tasman District","Houses","1196","2012-09-30"
"Nelson City","All dwellings","1169","2012-09-30"
"Nelson City","Houses","1170","2012-09-30"
"Marlborough District","Houses","1292","2012-09-30"
"Marlborough District","All dwellings","1296","2012-09-30"
"Kaikoura District","Houses","1290","2012-09-30"
"Kaikoura District","All dwellings","1312","2012-09-30"
"Buller District","Houses","2265","2012-09-30"
"Buller District","All dwellings","2433","2012-09-30"
"Grey District","All dwellings","2161","2012-09-30"
"Grey District","Houses","2184","2012-09-30"
"Westland District","All dwellings","2053","2012-09-30"
"Westland District","Houses","2137","2012-09-30"
"Hurunui District","Houses","1940","2012-09-30"
"Hurunui District","All dwellings","1957","2012-09-30"
"Waimakariri District","All dwellings","1853","2012-09-30"
"Waimakariri District","Houses","1853","2012-09-30"
"Christchurch City","All dwellings","1694","2012-09-30"
"Christchurch City","Houses","1707","2012-09-30"
"Selwyn District","Houses","2201","2012-09-30"
"Selwyn District","All dwellings","2326","2012-09-30"
"Ashburton District","All dwellings","1987","2012-09-30"
"Ashburton District","Houses","2031","2012-09-30"
"Timaru District","All dwellings","1940","2012-09-30"
"Timaru District","Houses","2002","2012-09-30"
"MacKenzie District","All dwellings","1777","2012-09-30"
"MacKenzie District","Houses","1785","2012-09-30"
"Waimate District","All dwellings","2018","2012-09-30"
"Waimate District","Houses","2091","2012-09-30"
"Waitaki District","All dwellings","1605","2012-09-30"
"Clutha District","Houses","1849","2012-09-30"
"Southland District","All dwellings","1654","2012-09-30"
"Clutha District","All dwellings","1889","2012-09-30"
"Central Otago District","All dwellings","1447","2012-09-30"
"Queenstown-Lakes District","Houses","1158","2012-09-30"
"Waitaki District","Houses","1730","2012-09-30"
"Gore District","Houses","2016","2012-09-30"
"Central Otago District","Houses","1387","2012-09-30"
"Invercargill City","Houses","1742","2012-09-30"
"Queenstown-Lakes District","All dwellings","1178","2012-09-30"
"Southland District","Houses","1690","2012-09-30"
"Gore District","All dwellings","1966","2012-09-30"
"Invercargill City","All dwellings","1733","2012-09-30"
"Dunedin City","All dwellings","1538","2012-09-30"
"Dunedin City","Houses","1477","2012-09-30"
"Central Otago District","All dwellings","1438","2012-12-31"
"Invercargill City","All dwellings","1734","2012-12-31"
"Southland District","All dwellings","1662","2012-12-31"
"Central Otago District","Houses","1386","2012-12-31"
"Southland District","Houses","1692","2012-12-31"
"Queenstown-Lakes District","Houses","1154","2012-12-31"
"Queenstown-Lakes District","All dwellings","1187","2012-12-31"
"Dunedin City","Houses","1497","2012-12-31"
"Dunedin City","All dwellings","1563","2012-12-31"
"Clutha District","All dwellings","1845","2012-12-31"
"Invercargill City","Houses","1742","2012-12-31"
"Gore District","Houses","1996","2012-12-31"
"Clutha District","Houses","1808","2012-12-31"
"Gore District","All dwellings","1952","2012-12-31"
"New Zealand","All dwellings","1575","2012-12-31"
"New Zealand","Houses","1586","2012-12-31"
"Main Urban Areas","All dwellings","1565","2012-12-31"
"Main Urban Areas","Houses","1575","2012-12-31"
"Auckland Area","Houses","1535","2012-12-31"
"Auckland Area","All dwellings","1541","2012-12-31"
"Wellington Area","All dwellings","1506","2012-12-31"
"Wellington Area","Houses","1531","2012-12-31"
"Far North District","Houses","1445","2012-12-31"
"Far North District","All dwellings","1515","2012-12-31"
"Whangarei District","All dwellings","1515","2012-12-31"
"Whangarei District","Houses","1536","2012-12-31"
"Kaipara District","All dwellings","1528","2012-12-31"
"Kaipara District","Houses","1630","2012-12-31"
"Rodney District","Houses","1551","2012-12-31"
"Rodney District","All dwellings","1556","2012-12-31"
"North Shore City","Houses","1622","2012-12-31"
"North Shore City","All dwellings","1627","2012-12-31"
"Waitakere City","All dwellings","1619","2012-12-31"
"Waitakere City","Houses","1633","2012-12-31"
"Auckland City","All dwellings","1478","2012-12-31"
"Auckland City","Houses","1518","2012-12-31"
"Manukau City","Houses","1628","2012-12-31"
"Manukau City","All dwellings","1638","2012-12-31"
"Papakura District","Houses","1546","2012-12-31"
"Papakura District","All dwellings","1597","2012-12-31"
"Franklin District","Houses","1744","2012-12-31"
"Franklin District","All dwellings","1752","2012-12-31"
"Thames-Coromandel District","All dwellings","1263","2012-12-31"
"Thames-Coromandel District","Houses","1297","2012-12-31"
"Hauraki District","All dwellings","1696","2012-12-31"
"Hauraki District","Houses","1703","2012-12-31"
"Waikato District","All dwellings","1663","2012-12-31"
"Waikato District","Houses","1678","2012-12-31"
"Matamata-Piako District","All dwellings","1749","2012-12-31"
"Matamata-Piako District","Houses","1808","2012-12-31"
"Hamilton City","All dwellings","1643","2012-12-31"
"Hamilton City","Houses","1677","2012-12-31"
"Waipa District","All dwellings","1809","2012-12-31"
"Waipa District","Houses","1824","2012-12-31"
"Otorohanga District","Houses","1761","2012-12-31"
"Otorohanga District","All dwellings","1776","2012-12-31"
"South Waikato District","All dwellings","2020","2012-12-31"
"South Waikato District","Houses","2078","2012-12-31"
"Waitomo District","All dwellings","1653","2012-12-31"
"Waitomo District","Houses","1684","2012-12-31"
"Taupo District","All dwellings","1161","2012-12-31"
"Taupo District","Houses","1236","2012-12-31"
"Western Bay of Plenty District","All dwellings","1457","2012-12-31"
"Western Bay of Plenty District","Houses","1542","2012-12-31"
"Tauranga City","Houses","1281","2012-12-31"
"Tauranga City","All dwellings","1302","2012-12-31"
"Rotorua District","All dwellings","1552","2012-12-31"
"Rotorua District","Houses","1586","2012-12-31"
"Whakatane District","Houses","1439","2012-12-31"
"Whakatane District","All dwellings","1548","2012-12-31"
"Kawerau District","All dwellings","1640","2012-12-31"
"Kawerau District","Houses","1667","2012-12-31"
"Opotiki District","Houses","1372","2012-12-31"
"Opotiki District","All dwellings","1744","2012-12-31"
"Gisborne District","All dwellings","1619","2012-12-31"
"Gisborne District","Houses","1713","2012-12-31"
"Wairoa District","All dwellings","1623","2012-12-31"
"Wairoa District","Houses","1700","2012-12-31"
"Hastings District","Houses","1428","2012-12-31"
"Hastings District","All dwellings","1452","2012-12-31"
"Napier City","Houses","1318","2012-12-31"
"Napier City","All dwellings","1319","2012-12-31"
"Central Hawkes Bay District","Houses","1425","2012-12-31"
"Central Hawkes Bay District","All dwellings","1431","2012-12-31"
"New Plymouth District","Houses","1742","2012-12-31"
"New Plymouth District","All dwellings","1762","2012-12-31"
"Stratford District","All dwellings","2371","2012-12-31"
"Stratford District","Houses","2506","2012-12-31"
"South Taranaki District","All dwellings","2035","2012-12-31"
"South Taranaki District","Houses","2089","2012-12-31"
"Ruapehu District","All dwellings","2121","2012-12-31"
"Ruapehu District","Houses","2169","2012-12-31"
"Wanganui District","All dwellings","1887","2012-12-31"
"Wanganui District","Houses","1997","2012-12-31"
"Rangitikei District","All dwellings","1889","2012-12-31"
"Rangitikei District","Houses","1930","2012-12-31"
"Manawatu District","Houses","1708","2012-12-31"
"Manawatu District","All dwellings","1716","2012-12-31"
"Palmerston North City","All dwellings","1580","2012-12-31"
"Palmerston North City","Houses","1586","2012-12-31"
"Tararua District","All dwellings","1863","2012-12-31"
"Tararua District","Houses","1933","2012-12-31"
"Horowhenua District","All dwellings","1618","2012-12-31"
"Horowhenua District","Houses","1638","2012-12-31"
"Kapiti Coast District","All dwellings","1576","2012-12-31"
"Kapiti Coast District","Houses","1592","2012-12-31"
"Porirua City","All dwellings","1595","2012-12-31"
"Porirua City","Houses","1616","2012-12-31"
"Upper Hutt City","Houses","1632","2012-12-31"
"Upper Hutt City","All dwellings","1677","2012-12-31"
"Lower Hutt City","All dwellings","1555","2012-12-31"
"Lower Hutt City","Houses","1563","2012-12-31"
"Wellington City","All dwellings","1448","2012-12-31"
"Wellington City","Houses","1497","2012-12-31"
"Masterton District","All dwellings","1473","2012-12-31"
"Masterton District","Houses","1494","2012-12-31"
"Carterton District","Houses","1694","2012-12-31"
"Carterton District","All dwellings","1725","2012-12-31"
"South Wairarapa District","Houses","1610","2012-12-31"
"South Wairarapa District","All dwellings","1626","2012-12-31"
"Tasman District","All dwellings","1197","2012-12-31"
"Tasman District","Houses","1209","2012-12-31"
"Nelson City","All dwellings","1197","2012-12-31"
"Nelson City","Houses","1200","2012-12-31"
"Marlborough District","All dwellings","1308","2012-12-31"
"Marlborough District","Houses","1309","2012-12-31"
"Kaikoura District","Houses","1303","2012-12-31"
"Kaikoura District","All dwellings","1329","2012-12-31"
"Buller District","Houses","2420","2012-12-31"
"Buller District","All dwellings","2601","2012-12-31"
"Grey District","All dwellings","2133","2012-12-31"
"Grey District","Houses","2155","2012-12-31"
"Westland District","All dwellings","2074","2012-12-31"
"Westland District","Houses","2132","2012-12-31"
"Hurunui District","Houses","1987","2012-12-31"
"Hurunui District","All dwellings","2006","2012-12-31"
"Waimakariri District","All dwellings","1906","2012-12-31"
"Waimakariri District","Houses","1913","2012-12-31"
"Christchurch City","All dwellings","1751","2012-12-31"
"Christchurch City","Houses","1765","2012-12-31"
"Selwyn District","Houses","2294","2012-12-31"
"Selwyn District","All dwellings","2426","2012-12-31"
"Ashburton District","All dwellings","2034","2012-12-31"
"Ashburton District","Houses","2083","2012-12-31"
"Timaru District","All dwellings","1953","2012-12-31"
"Timaru District","Houses","2021","2012-12-31"
"MacKenzie District","All dwellings","1836","2012-12-31"
"MacKenzie District","Houses","1837","2012-12-31"
"Waimate District","All dwellings","2019","2012-12-31"
"Waimate District","Houses","2078","2012-12-31"
"Waitaki District","All dwellings","1566","2012-12-31"
"Waitaki District","Houses","1681","2012-12-31"
"New Zealand","All dwellings","1602","2013-03-31"
"New Zealand","Houses","1614","2013-03-31"
"Main Urban Areas","All dwellings","1599","2013-03-31"
"Main Urban Areas","Houses","1609","2013-03-31"
"Auckland Area","Houses","1583","2013-03-31"
"Auckland Area","All dwellings","1590","2013-03-31"
"Wellington Area","All dwellings","1515","2013-03-31"
"Wellington Area","Houses","1540","2013-03-31"
"Far North District","Houses","1433","2013-03-31"
"Far North District","All dwellings","1499","2013-03-31"
"Whangarei District","All dwellings","1542","2013-03-31"
"Whangarei District","Houses","1565","2013-03-31"
"Kaipara District","All dwellings","1561","2013-03-31"
"Kaipara District","Houses","1660","2013-03-31"
"Rodney District","All dwellings","1598","2013-03-31"
"Rodney District","Houses","1601","2013-03-31"
"North Shore City","Houses","1671","2013-03-31"
"North Shore City","All dwellings","1678","2013-03-31"
"Waitakere City","All dwellings","1673","2013-03-31"
"Waitakere City","Houses","1687","2013-03-31"
"Auckland City","All dwellings","1531","2013-03-31"
"Auckland City","Houses","1569","2013-03-31"
"Manukau City","Houses","1686","2013-03-31"
"Manukau City","All dwellings","1693","2013-03-31"
"Papakura District","Houses","1582","2013-03-31"
"Papakura District","All dwellings","1634","2013-03-31"
"Franklin District","All dwellings","1816","2013-03-31"
"Franklin District","Houses","1816","2013-03-31"
"Thames-Coromandel District","All dwellings","1272","2013-03-31"
"Thames-Coromandel District","Houses","1304","2013-03-31"
"Hauraki District","All dwellings","1740","2013-03-31"
"Hauraki District","Houses","1750","2013-03-31"
"Waikato District","All dwellings","1701","2013-03-31"
"Waikato District","Houses","1719","2013-03-31"
"Matamata-Piako District","All dwellings","1741","2013-03-31"
"Matamata-Piako District","Houses","1795","2013-03-31"
"Hamilton City","All dwellings","1660","2013-03-31"
"Hamilton City","Houses","1693","2013-03-31"
"Waipa District","All dwellings","1826","2013-03-31"
"Waipa District","Houses","1847","2013-03-31"
"Otorohanga District","Houses","1818","2013-03-31"
"Otorohanga District","All dwellings","1834","2013-03-31"
"South Waikato District","All dwellings","2004","2013-03-31"
"South Waikato District","Houses","2039","2013-03-31"
"Waitomo District","All dwellings","1655","2013-03-31"
"Waitomo District","Houses","1690","2013-03-31"
"Taupo District","All dwellings","1158","2013-03-31"
"Taupo District","Houses","1232","2013-03-31"
"Western Bay of Plenty District","All dwellings","1431","2013-03-31"
"Western Bay of Plenty District","Houses","1518","2013-03-31"
"Tauranga City","Houses","1295","2013-03-31"
"Tauranga City","All dwellings","1308","2013-03-31"
"Rotorua District","All dwellings","1577","2013-03-31"
"Rotorua District","Houses","1611","2013-03-31"
"Whakatane District","Houses","1426","2013-03-31"
"Whakatane District","All dwellings","1507","2013-03-31"
"Kawerau District","All dwellings","1663","2013-03-31"
"Kawerau District","Houses","1677","2013-03-31"
"Opotiki District","Houses","1414","2013-03-31"
"Opotiki District","All dwellings","1760","2013-03-31"
"Gisborne District","All dwellings","1678","2013-03-31"
"Gisborne District","Houses","1774","2013-03-31"
"Wairoa District","All dwellings","1623","2013-03-31"
"Wairoa District","Houses","1695","2013-03-31"
"Hastings District","Houses","1460","2013-03-31"
"Hastings District","All dwellings","1476","2013-03-31"
"Napier City","Houses","1339","2013-03-31"
"Napier City","All dwellings","1341","2013-03-31"
"Central Hawkes Bay District","All dwellings","1373","2013-03-31"
"Central Hawkes Bay District","Houses","1379","2013-03-31"
"New Plymouth District","Houses","1802","2013-03-31"
"New Plymouth District","All dwellings","1822","2013-03-31"
"Stratford District","All dwellings","2441","2013-03-31"
"Stratford District","Houses","2583","2013-03-31"
"South Taranaki District","All dwellings","1960","2013-03-31"
"South Taranaki District","Houses","2015","2013-03-31"
"Ruapehu District","All dwellings","2004","2013-03-31"
"Ruapehu District","Houses","2040","2013-03-31"
"Wanganui District","All dwellings","1881","2013-03-31"
"Wanganui District","Houses","2000","2013-03-31"
"Rangitikei District","All dwellings","1842","2013-03-31"
"Rangitikei District","Houses","1865","2013-03-31"
"Manawatu District","Houses","1742","2013-03-31"
"Manawatu District","All dwellings","1758","2013-03-31"
"Palmerston North City","All dwellings","1588","2013-03-31"
"Palmerston North City","Houses","1597","2013-03-31"
"Tararua District","All dwellings","1822","2013-03-31"
"Tararua District","Houses","1902","2013-03-31"
"Horowhenua District","All dwellings","1652","2013-03-31"
"Horowhenua District","Houses","1679","2013-03-31"
"Kapiti Coast District","All dwellings","1582","2013-03-31"
"Kapiti Coast District","Houses","1592","2013-03-31"
"Porirua City","All dwellings","1648","2013-03-31"
"Porirua City","Houses","1661","2013-03-31"
"Upper Hutt City","Houses","1655","2013-03-31"
"Upper Hutt City","All dwellings","1696","2013-03-31"
"Lower Hutt City","All dwellings","1586","2013-03-31"
"Lower Hutt City","Houses","1592","2013-03-31"
"Wellington City","All dwellings","1441","2013-03-31"
"Wellington City","Houses","1488","2013-03-31"
"Masterton District","All dwellings","1501","2013-03-31"
"Masterton District","Houses","1525","2013-03-31"
"Carterton District","Houses","1670","2013-03-31"
"Carterton District","All dwellings","1705","2013-03-31"
"South Wairarapa District","Houses","1595","2013-03-31"
"South Wairarapa District","All dwellings","1612","2013-03-31"
"Tasman District","All dwellings","1222","2013-03-31"
"Tasman District","Houses","1234","2013-03-31"
"Nelson City","All dwellings","1187","2013-03-31"
"Nelson City","Houses","1190","2013-03-31"
"Marlborough District","All dwellings","1328","2013-03-31"
"Marlborough District","Houses","1332","2013-03-31"
"Kaikoura District","Houses","1342","2013-03-31"
"Kaikoura District","All dwellings","1393","2013-03-31"
"Buller District","Houses","2359","2013-03-31"
"Buller District","All dwellings","2535","2013-03-31"
"Grey District","All dwellings","2158","2013-03-31"
"Grey District","Houses","2175","2013-03-31"
"Westland District","All dwellings","2073","2013-03-31"
"Westland District","Houses","2127","2013-03-31"
"Hurunui District","Houses","1906","2013-03-31"
"Hurunui District","All dwellings","1932","2013-03-31"
"Waimakariri District","All dwellings","1951","2013-03-31"
"Waimakariri District","Houses","1955","2013-03-31"
"Christchurch City","All dwellings","1820","2013-03-31"
"Christchurch City","Houses","1834","2013-03-31"
"Selwyn District","Houses","2346","2013-03-31"
"Selwyn District","All dwellings","2479","2013-03-31"
"Ashburton District","All dwellings","2073","2013-03-31"
"Ashburton District","Houses","2129","2013-03-31"
"Timaru District","All dwellings","1984","2013-03-31"
"Timaru District","Houses","2050","2013-03-31"
"MacKenzie District","All dwellings","1915","2013-03-31"
"MacKenzie District","Houses","1934","2013-03-31"
"Waimate District","All dwellings","2144","2013-03-31"
"Waimate District","Houses","2219","2013-03-31"
"Waitaki District","All dwellings","1597","2013-03-31"
"Southland District","All dwellings","1636","2013-03-31"
"Central Otago District","Houses","1410","2013-03-31"
"Waitaki District","Houses","1717","2013-03-31"
"Clutha District","All dwellings","1921","2013-03-31"
"Invercargill City","Houses","1740","2013-03-31"
"Central Otago District","All dwellings","1464","2013-03-31"
"Southland District","Houses","1673","2013-03-31"
"Dunedin City","All dwellings","1571","2013-03-31"
"Gore District","All dwellings","1984","2013-03-31"
"Gore District","Houses","2023","2013-03-31"
"Queenstown-Lakes District","All dwellings","1214","2013-03-31"
"Queenstown-Lakes District","Houses","1194","2013-03-31"
"Clutha District","Houses","1872","2013-03-31"
"Dunedin City","Houses","1511","2013-03-31"
"Invercargill City","All dwellings","1728","2013-03-31"
"Southland District","Houses","1691","2013-06-30"
"Invercargill City","All dwellings","1741","2013-06-30"
"Central Otago District","All dwellings","1501","2013-06-30"
"Gore District","Houses","2017","2013-06-30"
"Invercargill City","Houses","1744","2013-06-30"
"Gore District","All dwellings","1966","2013-06-30"
"Dunedin City","Houses","1513","2013-06-30"
"Central Otago District","Houses","1445","2013-06-30"
"Southland District","All dwellings","1657","2013-06-30"
"Clutha District","All dwellings","1848","2013-06-30"
"Queenstown-Lakes District","Houses","1206","2013-06-30"
"Clutha District","Houses","1813","2013-06-30"
"Queenstown-Lakes District","All dwellings","1236","2013-06-30"
"Dunedin City","All dwellings","1574","2013-06-30"
"New Zealand","All dwellings","1648","2013-06-30"
"New Zealand","Houses","1662","2013-06-30"
"Main Urban Areas","All dwellings","1650","2013-06-30"
"Main Urban Areas","Houses","1663","2013-06-30"
"Auckland Area","Houses","1641","2013-06-30"
"Auckland Area","All dwellings","1645","2013-06-30"
"Wellington Area","All dwellings","1520","2013-06-30"
"Wellington Area","Houses","1549","2013-06-30"
"Far North District","Houses","1439","2013-06-30"
"Far North District","All dwellings","1511","2013-06-30"
"Whangarei District","All dwellings","1534","2013-06-30"
"Whangarei District","Houses","1561","2013-06-30"
"Kaipara District","All dwellings","1557","2013-06-30"
"Kaipara District","Houses","1660","2013-06-30"
"Rodney District","All dwellings","1613","2013-06-30"
"Rodney District","Houses","1622","2013-06-30"
"North Shore City","Houses","1739","2013-06-30"
"North Shore City","All dwellings","1748","2013-06-30"
"Waitakere City","All dwellings","1760","2013-06-30"
"Waitakere City","Houses","1772","2013-06-30"
"Auckland City","All dwellings","1581","2013-06-30"
"Auckland City","Houses","1636","2013-06-30"
"Manukau City","Houses","1738","2013-06-30"
"Manukau City","All dwellings","1749","2013-06-30"
"Papakura District","Houses","1649","2013-06-30"
"Papakura District","All dwellings","1698","2013-06-30"
"Franklin District","Houses","1833","2013-06-30"
"Franklin District","All dwellings","1842","2013-06-30"
"Thames-Coromandel District","All dwellings","1272","2013-06-30"
"Thames-Coromandel District","Houses","1301","2013-06-30"
"Hauraki District","All dwellings","1750","2013-06-30"
"Hauraki District","Houses","1755","2013-06-30"
"Waikato District","All dwellings","1660","2013-06-30"
"Waikato District","Houses","1661","2013-06-30"
"Matamata-Piako District","All dwellings","1776","2013-06-30"
"Matamata-Piako District","Houses","1838","2013-06-30"
"Hamilton City","All dwellings","1670","2013-06-30"
"Hamilton City","Houses","1711","2013-06-30"
"Waipa District","All dwellings","1847","2013-06-30"
"Waipa District","Houses","1871","2013-06-30"
"Otorohanga District","Houses","1723","2013-06-30"
"Otorohanga District","All dwellings","1738","2013-06-30"
"South Waikato District","All dwellings","1909","2013-06-30"
"South Waikato District","Houses","1979","2013-06-30"
"Waitomo District","All dwellings","1607","2013-06-30"
